Record #,Label_UPC,Nielsen  Item Rank UPC,Nieslen Category,Label Description,Brand,Manufacturer,Country,Package Size,Package Size UofM,Number of Units,Storage Type,Storage Statements,Collection Date,Health Claims,Nutrient Claims,Other Package Statements,Suggested  Use/Directions,Ingredients,Multipart ?,Nutrition Facts Table,Common Household Measure,Per Serving Amount,Per Serving UofM,Per Serving Amount as PPD,Per Serving Amount As PPD UofM,PerServing Energy (kcal),Per Serving Energy (kcal) as PPD,PerServing Energy (kJ),PerServing Energy (kJ) as PPD,Fat PerServing (g),Fat % DV ,Fat % DV as PPD,Fat (Saturated) PerServing (g),Fat (Trans) PerServing (g),Fat (Saturated + Trans) % DV,Fat (Saturated + Trans) % DV as PPD,Fats (Polyunsaturated) PerServing (g),Fats (Omega-6 Polyinsaturated) PerServing (g),Fats (Omega-3 Polyinsaturated) PerServing (g),Fats (Monounsaturated) PerServing (g),Carbohydrates PerServing  (g),Carbohydrates % DV ,Carbohydrates % DV as PPD , Fibre PerServing (g),Fibre % DV ,Fibre % DV as PPD,Fibre (soluble) PerServing (g),Fibre (insoluble)PerServing (g),Sugar (Total) PerServing (g),Sugar (Total) % DV,Sugar (Total) % DV as PPD,Sugar (Alchols) PerServing (g),Starch  PerServing (g), Protein PerServing (g),Cholesterol PerServing  (mg),Cholesterol % DV,Cholesterol % DV as PPD, Sodium PerServing (mg), Sodium % DV, Sodium % DV as PPD,Potassium PerServing (mg),Potassium % DV,Potassium % DV as PPD,Calcium PerServing (mg),Calcium  % DV,Calcium  % DV as PPD,Iron PerServing (mg),Iron % DV,Iron % DV as PPD,Vitamin A PerServing (um),Vitamin A % DV,Vitamin A % DV as PPD,Vitamin C PerServing (mg),Vitamin C % DV,Vitamin C % DV as PPD,Vitamin D PerServing (um),Vitamin D % DV,Vitamin D % DV as PPD,Vitamin E PerServing (mg),Vitamin E % DV,Vitamin E % DV as PPD,Vitamin K PerServing (ug),Vitamin K % DV,Vitamin K % DV as PPD,Thiamine PerServing (mg),Thiamine % DV,Thiamine % DV as PPD,Riboflavin PerServing (mg),Riboflavin % DV,Riboflavin % DV as PPD,Niacin PerServing (mg),Niacin % DV,Niacin % DV as PPD,Vitamin B6 PerServing (mg),Vitamin B6 % DV,Vitamin B6 % DV as PPD,Folate PerServing (ug),Folate % DV,Folate % DV as PPD,Vitamin B12 PerServing (ug),Vitamin B12 % DV,Vitamin B12 % DV as PPD,Biotin PerServing (ug),Biotin % DV,Biotin % DV as PPD,Choline PerServing (mg),Choline % DV,Choline % DV as PPD,Pantothenate PerServing (mg),Pantothenate % DV,Pantothenate % DV as PPD,Phosphorus PerServing (mg),Phosphorus % DV,Phosphorus % DV as PPD,Iodide PerServing (ug),Iodide % DV,Iodide % DV as PPD,Magnesium PerServing (mg),Magnesium % DV,Magnesium % DV as PPD,Zinc PerServing (mg),Zinc % DV,Zinc % DV as PPD,Selenium PerServing (ug),Selenium % DV,Selenium % DV as PPD,Copper PerServing (mg) ,Copper % DV,Copper % DV as PPD,Manganese PerServing (mg),Manganese % DV,Manganese % DV as PPD,Chromium PerServing (ug),Chromium % DV,Chromium % DV as PPD,Molybdenum PerServing (ug),Molybdenum % DV,Molybdenum % DV as PPD,Chloride PerServing (mg),Chloride % DV,Chloride % DV as PPD,Per Serving Amount in Grams,Per Serving Amount in Grams as PPD,Comment,Source,Product Description
107,063211207934,6321120793,SOUP,Campbell's Chunky Ready to Serve Soup Meatball Bustin' Sausage Rigatoni 540 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,540,mL,,Ambient,Refrigerate unused portions promptly,2016-03-30,,,"Pub inspired
No artificial colours or flavours","Do not add water. : General : Cooking Instructions
Microwave: Empty contents into microwave-safe container. Cover and microwave on high for 2-4 minutes or until hot, stirring once. Refrigerate unused portions immediately. : From Ambient : Microwave
Stove Top: Heat and serve. : From Ambient : Hob","Water,Tomato paste,Pasta (wheat flour, egg whites),Diced tomatoes (tomatoes, tomato juice, citric acid, calcium chloride),Andouille sausage,Meatballs (beef, pork, soy),Celery,Green peppers,Mushrooms,Roasted red peppers,Parmesan cheese (milk),Canola or soybean oil,Dehydrated onions,Potato starch,Dehydrated garlic,Salt,Spices",,"Per 250 mL
Calories: 200,Fat : 8 g,Saturated: 2 g,+ Trans: 0.1 g,Cholesterol: 15 mg,Sodium : 730 mg,Potassium : 460 mg,Carbohydrate : 21 g,Fibre : 3 g,Sugars: 6 g,Protein : 10 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 12 %,Saturated: 11 %,+ Trans,Cholesterol,Sodium : 30 %,Potassium : 13 %,Carbohydrate : 7 %,Fibre : 12 %,Sugars,Protein ,Vitamin A: 2 %,Vitamin C: 2 %,Calcium: 6 %,Iron: 10 %",Per 250 mL,250,mL,,,200,,,,8,12,,2,0.1,11,,,,,,21,7,,3,12,,,,6,,,,,10,15,,,730,30,,460,13,,,6,,,10,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,Nielsen,
108,063211138498,6321113849,SOUP,Campbell's Chunky Ready to Serve Soup Seafood Chowder 540 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,540,mL,,Ambient,Refrigerate unused portions promptly,2016-04-13,,,"Soup that eats like a meal
No artificial colours or flavours","Directions
Do not add water. : General : Cooking Instructions
Microwave: Empty contents into microwave-safe container. Cover and microwave on high for 2-4 minutes or until hot, stirring once. : From Ambient : Microwave
Stove Top: Heat and serve. : From Ambient : Other","Clam broth (water, clam stock),Potatoes,Calamari,Carrots,Canola or soybean oil,Lobster,Seasoned clams,Wheat flour,Modified corn starch,White wine,Butter (milk),Potato starch,Salt,Sugar,Soy protein isolate,Flavour (yeast extract),Potassium chloride (salt substitute),Colour,Disodium guanylate,Disodium inosinate ,Parsley flakes,Spice extracts",,"Per 250 mL
Calories: 230 ,Fat : 14 g, Saturated: 2.5 g, + Trans : 0.1 g,Cholesterol : 25 mg,Sodium : 650 mg,Potassium : 610 mg,Carbohydrate : 22 g, Fibre : 3 g, Sugars : 3 g,Protein : 5 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 22 %, Saturated: 13 %, + Trans ,Cholesterol ,Sodium : 27 %,Potassium : 17 %,Carbohydrate : 7 %, Fibre : 12 %, Sugars ,Protein ,Vitamin A: 8 %,Vitamin C: 2 %,Calcium: 4 %,Iron: 6 %",Per 250 mL,250,mL,,,230,,,,14,22,,2.5,0.1,13,,,,,,22,7,,3,12,,,,3,,,,,5,25,,,650,27,,610,17,,,4,,,6,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,Nielsen,
109,063211207927,6321120792,SOUP,Campbell's Chunky Ready to Serve Soup Smokin' Bacon Cheese Sliders 540 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,540,mL,,Ambient,Refrigerate unused portions promptly,2016-03-30,,,"Pub inspired
No artificial colours or flavours","Do not add water. : General : Cooking Instructions
Microwave: Empty contents into microwave-safe container. Cover and microwave on high for 2-4 minutes or until hot, stirring once. Refrigerate unused portions immediately. : From Ambient : Microwave
Stove Top: Heat and serve. : From Ambient : Hob","Beef broth (water, beef stock),Potatoes,Carrots,Seasoned sirloin burger (beef, rehydrated onions, potato extract, salt, monosodium glutamate, flavour),Green beans,Peas,Tomato paste,Wheat flour,Potato starch,Bacon (pork, water, salt, sugar, smoke flavour, sodium phosphate, sodium erythorbate, sodium nitrite),Canola or soybean oil,Enzyme modified cheddar cheese (milk),Corn starch,Salt,Yeast extract,Monosodium glutamate,Hydrolyzed protein (soy, corn, wheat),Potassium chloride (salt substitute),Caramel,Flavour",,"Per 250 mL
Calories: 200,Fat : 8 g,Saturated: 2.5 g,+ Trans: 0.3 g,Cholesterol: 20 mg,Sodium : 640 mg,Potassium : 650 mg,Carbohydrate : 22 g,Fibre : 3 g,Sugars: 3 g,Protein : 9 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 12 %,Saturated: 14 %,+ Trans,Cholesterol,Sodium : 27 %,Potassium : 19 %,Carbohydrate : 7 %,Fibre : 12 %,Sugars,Protein ,Vitamin A: 15 %,Vitamin C: 2 %,Calcium: 4 %,Iron: 10 %",Per 250 mL,250,mL,,,200,,,,8,12,,2.5,0.3,14,,,,,,22,7,,3,12,,,,3,,,,,9,20,,,640,27,,650,19,,,4,,,10,,,15,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,Nielsen,
110,063211005745,6321100574,SOUP,Campbell's Chunky Vegetable Beef 540 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,540,mL,,Ambient,Refrigerate unused portions promptly,2016-03-30,,,"Soup that eats like a meal
8 g of protein per 250 ml
Ready to serve soup
No artificial colours or flavours","Directions
Do not add water. : General : Cooking Instructions
Microwave: Empty contents into microwave-safe container. Cover and microwave on High for 2-4 minutes or until hot, stirring once. : From Ambient : Microwave
Stove Top: Heat and serve. : From Ambient : Other","Beef broth (water, beef stock),Carrots,Potatoes,Seasoned beef,Celery,Peas,Corn,Green beans,Diced tomatoes (tomatoes, tomato juice, citric acid, calcium chloride),Potato starch,Tomato paste,Beef fat,Salt,Balsamic vinegar,Flavour,Cabbage,Yeast extract,Dehydrated garlic,Hydrolyzed protein (soy, corn, wheat),Seasoning,Caramel",,"Per 250 mL
Calories: 140,Fat : 3.5 g, Saturated: 1 g, + Trans: 0 g,Cholesterol : 10 mg,Sodium : 850 mg,Potassium : 400 mg,Carbohydrate : 19 g, Fibre : 3 g, Sugars : 4 g,Protein : 8 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 5 %, Saturated: 5 %, + Trans,Cholesterol ,Sodium : 35 %,Potassium : 11 %,Carbohydrate : 6 %, Fibre : 12 %, Sugars ,Protein ,Vitamin A: 20 %,Vitamin C: 2 %,Calcium: 4 %,Iron: 10 %",Per 250 mL,250,mL,,,140,,,,3.5,5,,1,0,5,,,,,,19,6,,3,12,,,,4,,,,,8,10,,,850,35,,400,11,,,4,,,10,,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,Nielsen,
111,063211191585,6321119158,SOUP,Campbell's Condensed Soup Light Homestyle Chicken Noodle 284 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,284,mL,,Ambient,Refrigerate unused portions promptly,2016-04-13,,Low in fat,60 calories per 125 mL serving,"Directions:
Empty soup into saucepan and slowly add one full can of water, stirring constantly. Heat, stirring often. Season to your personal preference.","Chicken broth (water, chicken stock),Egg noodles (wheat flour, whole egg, egg white),Seasoned chicken (soy),Carrots,Chicken fat,Salt,Celery,Yeast extract,Potato starch,Potassium chloride (salt substitute),Flavour,Sugar,Onion powder,Dehydrated garlic,Parsley flakes,Beta carotene,Sea salt,Spice",,"Per 125 mL; 250 mL prepared
Calories: 60,Fat : 2 g,Saturated: 0.5 g,+ Trans: 0 g,Cholesterol : 10 mg,Sodium: 480 mg,Carbohydrate : 7 g,Fibre : 1 g,Sugars : 2 g,Protein : 3 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 3 %,Saturated: 3 %,+ Trans,Cholesterol ,Sodium: 20 %,Carbohydrate : 2 %,Fibre : 4 %,Sugars ,Protein ,Vitamin A: 6 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 4 %",Per 125 mL,125,mL,,,60,,,,2,3,,0.5,0,3,,,,,,7,2,,1,4,,,,2,,,,,3,10,,,480,20,,,,,,2,,,4,,,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,Nielsen,
112,063211198959,6321119895,SOUP,Campbell's Broth Beef 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,"Store unopened carton at room temperature.
Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.",2016-04-13,,Fat free,"No salt added
All natural flavours
Ready to use
No artificial colours or flavours","Do not dilute
Shake before using.

Safety seal
Twist cap to perforate aluminum foil.","Beef broth (water, beef stock),Barley yeast extract,Dextrose,Sugar,Natural flavour,Onion juice concentrate,Tomato paste,Beef fat,Spice extracts",,"Per 2/3 cup (150 mL)
Calories: 10 ,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol : 0 mg,Sodium : 40 mg,Potassium : 55 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol ,Sodium : 2 %,Potassium : 2 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,40,2,,55,2,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
113,063211194555,6321119455,SOUP,Campbell's Broth Chicken 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,"Do not dilute

Shake before using.

Safety seal
Twist cap to perforate aluminum foil.",2016-04-13,,Fat free,"No salt added
All natural flavours
Ready to use
No artificial colours or flavours","Do not dilute

Shake before using.

Safety seal
Twist cap to perforate aluminum foil.","Chicken broth (water, chicken stock),Barley yeast extract,Dextrose,Natural flavour,Chicken fat,Canola or soybean oil",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol : 0 mg,Sodium : 40 mg,Potassium: 100 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol ,Sodium : 2 %,Potassium: 3 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,40,2,,100,3,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
114,063211121148,6321112114,SOUP,Campbell's Broth Chicken 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,"Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.
",2016-04-13,,Fat free,"All natural flavours
Fresh kept
No artificial colours or flavours","Do not dilute
Ready to use","Chicken broth (water, chicken stock),Salt,Barley yeast extract,Dextrose,Natural flavour,Disodium inosinate and disodium guanylate (natural flavour enhancer),Potassium chloride (salt substitute),Canola or soybean oil",,"Per 2/3 cup (150 mL)
Calories: 10,Fat: 0 g, Saturated: 0 g, + Trans: 0 g,Cholesterol: 0 mg,Sodium: 570 mg,Carbohydrate: 1 g, Fibre: 0 g, Sugars: 1 g,Protein: 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 0 %, Saturated: 0 %, + Trans,Cholesterol,Sodium: 24 %,Carbohydrate: 1 %, Fibre: 0 %, Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,570,24,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
115,063211148169,6321114816,SOUP,Campbell's Beef Broth 30% Less Sodium 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-13,,"
Fat free","30% less sodium than our regular ready to use variety
Natural - all natural flavours
No artificial colours or flavours
Gluten free",Ready to use - Do not dilute,"Beef broth (water, beef stock),Seasoning (water, natural flavour, salt, carrots, celery, onion, sugar),Salt,Dextrose,Yeast extract",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g, Saturated: 0 g, + Trans: 0 g,Cholesterol: 0 mg,Sodium: 380 mg,Carbohydrate: 1 g,Fibre: 0 g, Sugars: 1 g,Protein: 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %, Saturated: 0 %, + Trans,Cholesterol,Sodium: 16 %,Carbohydrate: 1 %,Fibre: 0 %, Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,380,16,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
116,063211143584,6321114358,SOUP,Campbell's Beef Broth 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-06,,"
Fat free","Natural - all natural flavours
No artificial colours or flavours
Gluten free",Ready to use - Do not dilute,"Beef broth (water, beef stock),Seasoning (water, natural flavour, salt, carrots, celery, onion, sugar),Salt,Dextrose,Yeast extract",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g,Saturated: 0 g, + Trans: 0 g,Cholesterol: 0 mg,Sodium: 550 mg,Carbohydrate: 1 g, Fibre: 0 g, Sugars: 1 g,Protein: 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %, + Trans,Cholesterol,Sodium: 23 %,Carbohydrate: 1 %, Fibre: 0 %, Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,550,23,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
117,063211148114,6321114811,SOUP,Campbell's Chicken Broth 30% Less Sodium 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-06,,Fat free,"30% less sodium than our regular ready to use variety
Natural - all natural flavours
No artificial colours or flavours",Ready to use - Do not dilute,"Chicken broth (water, chicken stock),Barley yeast extract,Natural flavour,Salt,Dextrose,Chicken fat,Canola or soybean oil",,"Per 2/3 cup (150 mL)
Calories: 10,Fat: 0 g, Saturated: 0 g, +Trans: 0 g,Cholesterol: 0 mg,Sodium: 380 mg,Potassium: 95 mg,Carbohydrate: 1 g, Fibre: 0 g, Sugars: 1 g,Protein: 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 0 %, Saturated: 0 %, +Trans,Cholesterol,Sodium: 16 %,Potassium: 3 %,Carbohydrate: 1 %, Fibre: 0 %, Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,380,16,,95,3,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
118,063211182460,6321118246,SOUP,Campbell's Vegetable Broth 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-06,,,"Natural - all natural flavours
No artificial colours or flavours
Halal
Suitable for vegetarians
Gluten free",Ready to use - Do not dilute,"Water,Vegetable juice concentrate (carrot, celery, celeriac, onion, cabbage),Salt,Glucose-fructose,Sugar,Dextrose,Natural flavour (soy lecithin),Potassium chloride (salt substitute),Vegetables (carrots, cabbage, onions, celery leaves, celery, parsley),Disodium guanylate and disodium inosinate (natural flavour enhancer),Citric acid",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 480 mg,Carbohydrate : 2 g,Fibre : 0 g,Sugars: 2 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol,Sodium : 20 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 2 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,2,1,,0,0,,,,2,,,,,1,0,,,480,20,,,,,,0,,,0,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
119,063211206418,6321120641,SOUP,Campbell's Vegetable Broth No Salt Added 900 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",Canada,900,mL,,Ambient,Store unopened carton at room temperature. Promptly refrigerate after each use. Use within 14 days after opening. Do not microwave package.,2016-04-06,,Fat free,"Natural - all natural flavours
Gluten free
No artificial colours and flavours
Halal
Suitable for vegetarians","Ready to use - Do not dilute
Shake before using.","Water,Vegetable juice concentrate (sweet potato, carrot, red pepper),Brown sugar,Pear puree,Tomato paste,Apple juice concentrate,Dextrose,Onion and celery extract (soy lecithin),Natural flavour",,"Per 2/3 cup (150 mL)
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 20 mg,Potassium : 45 mg,Carbohydrate : 3 g,Fibre : 0 g,Sugars: 3 g,Protein : 0.1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol,Sodium : 1 %,Potassium : 1 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 0 %",Per 2/3 cup ,150,mL,,,10,,,,0,0,,0,0,0,,,,,,3,1,,0,0,,,,3,,,,,0.1,0,,,20,1,,45,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Nielsen,
120,063211011814,6321101181,SOUP,Campbell's Condensed Soup Beef Broth 284 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,284,mL,,Ambient,Refrigerate unused portions promptly,2016-04-07,,Fat free,,"Empty soup into saucepan and slowly add one full can of water, stirring constantly. Heat, stirring often. : From Ambient : Hob","Beef broth (water, beef stock),Salt,Hydrolyzed protein (yeast, soy, corn, wheat),Yeast extract,Sugar,Monosodium glutamate,Dextrose,Caramel,Flavour,Citric acid,Spices",,"Per 125 mL
Calories: 10,Fat : 0 g,Saturated: 0 g,+ Trans : 0 g,Cholesterol : 0 mg,Sodium : 800 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans ,Cholesterol ,Sodium : 33 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 2 %",Per 125 mL,125,mL,,,10,,,,0,0,,0,0,0,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,800,33,,,,,,0,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,Nielsen,
121,063211010817,6321101081,SOUP,Campbell's Condensed Soup Chicken Gumbo 284 ml,Campbell's,"Campbell Company of Canada
60 Birmingham Street
Toronto Ontario M8V 2B8",,284,mL,,Ambient,Refrigerate unused portions promptly,2016-04-07,,Low in Fat,No artificial colours or flavours,"Empty soup into saucepan and slowly add one full can of water, stirring constantly. Heat, stirring often. Season to your personal preference. : From Ambient : Hob","Chicken broth (water, chicken stock),Diced tomatoes (tomatoes, tomato juice, citric aid, calcium chloride),Okra,Rice,Seasoned chicken (soy),Celery,Modified corn starch,Tomato paste,Salt,Chicken fat,Sugar,Yeast extract,Sea salt,Spices,Onion powder,Caramel",,"Per 125 mL 250 mL prepared
Calories: 50,Fat : 1.5 g,Saturated: 0.5 g,+ Trans: 0 g,Cholesterol : 5 mg,Sodium : 650 mg,Potassium : 90 mg,Carbohydrate : 7 g,Fibre : 1 g,Sugars : 2 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 3 %,+ Trans,Cholesterol ,Sodium : 27 %,Potassium : 3 %,Carbohydrate : 2 %,Fibre : 4 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 2 %",Per 125 mL 250 mL prepared,125,mL,250,mL,50,,,,1.5,2,,0.5,0,3,,,,,,7,2,,1,4,,,,2,,,,,1,5,,,650,27,,90,3,,,2,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,Nielsen,
